DISCIPLINE,ASSO_NOM,site web,QUARTIERS,COMPLEXE,UNITE FONCTIONNELLE,RUE_LIBELLE,UF_CP,UF_Commune,0-3ans,3-6ans,6-12ans,12-15ans,juniors16-20ans,adultes,séniors,handicapés,geolocalisation,
karaté,ARTS MARTIAUX TOULOUSE MIRAIL,www.amtm-toulouse-karate.fr,Bonnefoy,Nouveau Complexe Municipal,Espace Bonnefoy,Rue du Faubourg Bonnefoy,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.620741, 1.457516
karaté,RDAM - Recherche et Dévéloppement en Art Martial,www.monkarate.com,,,,,,,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
kung-Fu,ECOLE LONG TAO,www.longtao,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.609568, 1.497847
BOXE THAILANDAISE / MUAY THAI,THAI BOXING CLUB,www.tbctoulouse.com,Sauzelong - Rangueil,ENSEMBLE RANGUEIL,COSEC RANGUEIL,Chemin du Canal,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,43.572931, 1.463274
AQUAGYM,TOAC NATATION,www.toacnatation.org,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
NATATION,LES DAUPHINS DU TOEC,www.lesdauphinsdutoec.com,Ramier,PARC DES SPORTS,PISCINE NAKACHE,Allée Gabriel Biénès,31400.0,TOULOUSE,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.60593, 1.453138
OMNISPORT,FOYER ETIENNE BILLIERES,perso.orange.fr/fep.etiennebillieres,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
pelote basque,TAC section PELOTE BASQUE,,Juncasse - Argoulets,LES ARGOULETS,PELOTE BASQUE ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Non,Non,43.577522, 1.455107
pétanque,AMICALE SPORTIVE DES RAMIERS,augusteriff@gmail.fr,La Fourguette,Nouveau Complexe Municipal,Centre de loisirs Gironis,Rue de Gironis,,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.564802, 1.414267
pétanque,PETANQUE SAINT AUBIN,,,,,,,,Non,Non,Non,Non,Non,Non,Oui,Non,43.604268, 1.441019
rugby,UFAR - Union Française des Anciens du Rugby,www.ufar.biz,,,,,,,Non,Non,Non,Non,Non,Oui,Oui,Non,,
ski alpin,ASPTT section SKI,www.toulouse.asptt.com,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
ski alpin,TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS,,,Extérieurs de Toulouse,Les Alpes,,,Dans les Alpes,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
DANSE SUR GLACE,TOULOUSE CLUB DE PATINAGE,toulouseclubpatinage.com,Juncasse - Argoulets,LES ARGOULETS,PATINOIRE FRATERNITE,Avenue de l' Hers,31500.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Non,Non,Non,43.492469, 1.542317
patinage artistique,TOULOUSE CLUB DE PATINAGE,toulouseclubpatinage.com,Rangueil - CHR - Facultés,ENSEMBLE SPORTIF BELLEVUE,PATINOIRE BELLEVUE,Chemin de la Salade Ponsan,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,,
tennis,ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE,,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Non,Non,,
tennis de table,TOAC section TENNIS DE TABLE,www.toac-tt.fr,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.604268, 1.441019
BALL-TRAP,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,,,COMPLEXE PRIVÉ,Commune de Saiguède,,31470.0,Saiguède,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
BASKET-BALL,ASTRO BASKET CLUB,www.astrobasket.net,Minimes,STADE DES MINIMES,GYMNASE MINIMES ARNAUNE,Avenue Frédéric Estèbe,31200.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.621562, 1.436936
BOWLING,SPORT QUILLES TOULOUSAIN,,,COMPLEXE PRIVÉ,Bowling de Labège,,31670.0,Labège,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
VTT,TOULOUSE VELO CLUB,toulouseveloclub.free.fr,,,,,,,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,43.693241, 1.432396
CAPOEIRA,MULEQUE DANADO,www.capoeiragerais-toulouse.com,,,,,,,Non,Non,Non,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
AVIRON,TUC Section AVIRON,www.club-tucaviron.free.fr,Ramier,Base Nautique André Dandine,Base nautique André Dandine,Allée Fernand Jourdant,31400.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.586849, 1.435147
BADMINTON,TUC OMNISPORTS- Toulouse Université Club,www.tucbad.org,Rangueil - CHR - Facultés,COMPLEXE PRIVÉ,Gymnase du Lycée Bellevue,Route de Narbonne,31400.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Oui,43.563401999999996, 1.460348
BASKET-BALL,ASVEC Toulouse Mirail,,Bellefontaine,ALBAN MINVILLE,GYMNASE ALBAN MINVILLE,Allée de Bellefontaine,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.563717, 1.403633
BASKET-BALL,ETOILE SPORTIVE TOULOUSE CASSELARDIT,,La Cépière,ENSEMBLE LA CEPIERE,GYMNASE LA CEPIERE,Route de Saint Simon,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.611048, 1.306474
BILLARD,ABC Toulouse,,Matabiau,COMPLEXE PRIVÉ,Billard le Conti,Rue Matabiau,31000.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.6498, 1.483198
BOWLING,BOWLING CLUB 31,,Gramont,COMPLEXE PRIVÉ,Bowling de Gramont,Chemin de Gabardie,31500.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.579352, 1.5512139999999999
BOWLING,TOULOUSE BOWLING CLUB,,Gramont,COMPLEXE PRIVÉ,Bowling de Gramont,Chemin de Gabardie,31500.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.562542, 1.365578
DANSE ORIENTALE,RYTHMES D'ORIENT,,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.604268, 1.441019
gymnastique volontaire,ASPTT section GYMNASTIQUE VOLONTAIRE,www.toulouse.asptt.com,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,GYMNASE LEO LAGRANGE,Rue des Sept Troubadours,31000.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.606578999999996, 1.451622
FOOTBALL,ASSOCIATION SPORTIVE DE LA FAOURETTE,fc-faourette.footeo.com,Faourette,ENSEMBLE LA FAOURETTE,STADE LA FAOURETTE,Rue Paul Lambert,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,43.578277, 1.4145189999999999
JUDO ADAPTE,BALMA SAINT EXUPERY 31,www.bse31.com,Pont des Demoiselles,COMPLEXE PRIVÉ,Balma Saint-Exupéry 31,Avenue Antoine de Saint Exupéry,31400.0,Toulouse,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.583177, 1.471575
ESCALADE,CLUB ALPIN FRANCAIS DE TOULOUSE,caftoulouse.free.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,43.604268, 1.441019
randonnée,ASPTT GRAND TOULOUSE OMNISPORT,perso.wanadoo.fr/d.hoizey,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
randonnée,CADETS DE TOULOUSE,www.kdtoulouse.free.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
ski alpin,CADETS DE TOULOUSE,www.kdtoulouse.free.fr,,,,,,,Non,Non,Non,Non,Non,Oui,Oui,Non,43.604268, 1.441019
NATATION SYNCHRONISEE,TOULOUSE NAT SYNCHRO,www.toulouse-natsynchro.fr,Rangueil - CHR - Facultés,ENSEMBLE SPORTIF BELLEVUE,PISCINE BELLEVUE,Chemin de la Salade Ponsan,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.608101, 1.420375
OMNISPORT,ASPTT GRAND TOULOUSE OMNISPORT,www.toulouse.asptt.com,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
pétanque,CLUB BOULISTE BONNEFOY RAYNAL,,Marengo Jolimont,ENSEMBLE BONNEFOY,BOULODROME BONNEFOY,Rue de Périole,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Oui,Non,43.617551, 1.459663
pétanque,CLUB BOULISTE SOUPETARD,,Juncasse - Argoulets,LES ARGOULETS,BOULODROME SOUPETARD,Rue Louis Plana,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.613511, 1.476561
pétanque,LOU BOSC PETANQUE CLUB,,Mirail Université,COSEC MIRAIL,BOULODROME LOU BOSC RUE LAULANIE,Rue Ferdinand Laulanie,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.581181, 1.400522
pétanque,PETANQUE DE LA DIGUE,,Saint Cyprien,COURS DILLON,BOULODROME DE LA DIGUE FER A CHEVAL,Cours Dillon,31300.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.593213, 1.435098
pétanque,RASPAIL PETANQUE CLUB COTE PAVEE,,Pont des Demoiselles,GROUPE SCOLAIRE COURREGE,BOULODROME EMILE LAFONT,Avenue Jean Rieux,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.589777, 1.470622
pétanque,SPORT OLYMPIQUE BONNEFOY,,Roseraie,ARCHIVES MUNICIPALES,BOULODROME PERIOLE,Rue des Archives,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.623643, 1.461253
kick boxing,ROYAL BOXING,www.royalnaresuanboxing.com,Patte d'Oie,COMPLEXE PRIVÉ,Royal Naresuan Boxing,Rue Adolphe Coll,31300.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.598025, 1.424785
SPORT EN MILIEU RURAL,BEST - Bien Etre par le Sport pour Tous,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.642327, 1.524252
tennis,A S MACCABI TOULOUSE,www.maccabitoulouse.com,Juncasse - Argoulets,LES ARGOULETS,TENNIS ARGOULETS,Rue de Rabastens,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.600443, 1.446392
tennis,TOEC TENNIS,,Casselardit,STADE DU TOEC,STADE DU TOEC,Rue Ernest Dufer,31300.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.597143, 1.403025
tennis de table,ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN,ascmmontaudran.free.fr/,Montaudran Lespinet,Nouveau Complexe Municipal,Centre d'animation Montaudran,Impasse Gaston Genin,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,43.573964, 1.48466
ULM et voltige,AVAT - Association Vélivole et Aéronautique Toulousaine,avat.free.fr,,COMPLEXE PRIVÉ,Aérodrome de Bourg Saint Bernard,,31570.0,Bourg Saint Bernard,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,43.601522, 1.712288
VOLLEY BALL,ASSOCIATION STADE TOULOUSAIN RUGBY,,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,GYMNASE LEO LAGRANGE,Rue des Sept Troubadours,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.75104, 1.369518
YOGA,YOGA POUR TOUS TOULOUSE,www.yogapourtous.fr,Sauzelong - Rangueil,COMPLEXE PRIVÉ,Salle de Judo Saouzeloung,Rue Jeanne Marvig,31400.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Non,Non,43.579592, 1.4619149999999999
VIET VO DAO,TAM TAO TOULOUSE,www.tamtao.free.fr - laurent-chateau@club-internet.fr,Pont des Demoiselles,GROUPE SCOLAIRE ANATOLE FRANCE,GYMNASE ANATOLE FRANCE,Boulevard de la Méditerranée,31400.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.584701, 1.461953
AEROMODELISME,AERO CLUB LES AILES TOULOUSAINES,ailes.toulousaines.free.fr/,,COMPLEXE PRIVÉ,Aérodrome de Lasbordes,,31130.0,Balma,Non,Non,Non,Non,Non,Oui,Non,Non,43.609568, 1.497847
AIKIDO,L'UNION DES ARTS,www.uniondesarts.com,Guilheméry,COMPLEXE PRIVÉ,L'Union des Arts,Rue Clément,31500.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.605744, 1.465466
ATHLETISME ADAPTE (EN STADE),ASPTT section ATHLETISME,www.toulouse.asptt.com,Rangueil - CHR - Facultés,ZONE VERTE DE PECH DAVID,AIRE DE JEUX PECH DAVID,Chemin des côtes de Pech David,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.589766, 1.415235
BADMINTON,ASSOCIATION SPORTIVE TOULOUSE MIRAIL BADMINTON,www.astmb.fr,Bellefontaine,ALBAN MINVILLE,GYMNASE ALBAN MINVILLE,Allée de Bellefontaine,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.619471, 1.3027389999999999
CYCLOTOURISME,ASPTT section CYCLOTOURISME,www.toulouse.asptt.com,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
DANSE DE SALON / DANSE PAR COUPLES,ASPTT section DANSE DE SALON,,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
gymnastique volontaire,ANATOLE FRANCE - gymnastique volontaire,,Pont des Demoiselles,GROUPE SCOLAIRE ANATOLE FRANCE,GYMNASE ANATOLE FRANCE,Boulevard de la Méditerranée,31400.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.584701, 1.461953
gymnastique volontaire,LA MENUISIERE gymnastique volontaire,,Juncasse - Argoulets,LES ARGOULETS,MAISON DU JUDO ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.64429, 1.446693
plongée,C.O.P.S,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
plongée,EVASION SOUS-MARINE,club.esm@laposte.net,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,PISCINE LEO LAGRANGE,Place Pierre-Paul Riquet,31000.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.4326, 1.442968
FOOTBALL,TOULOUSE FOOTBALL CROIX DAURADE,,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
full contact,FULL CONTACT LEO LAGRANGE,,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,GYMNASE LEO LAGRANGE,Rue des Sept Troubadours,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.562897, 1.407587
golf,GOLF DE TEOULA,www.golftoulouseteoula.com,,GOLF DU TEOULA,GOLF DU TEOULA,,31830.0,PLAISANCE DU TOUCH,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,43.565192, 1.296042
éveil à la gym,ASEAT,www.aseat.fr,Juncasse - Argoulets,Complexe ASEAT,Installations CEAT,Rue d' Oran,31500.0,TOULOUSE,Oui,Oui,Non,Non,Non,Non,Non,Non,43.615771, 1.470962
gymnastique artistique,COQUELICOT TOULOUSE GYM,www.ctgym.fr,Ramier,PARC DES SPORTS,SALLE DE SPORTS PARC DES SPORTS,Allée Gabriel Biénès,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.60593, 1.453138
MUSCULATION - HALTEROPHILIE,TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS,,,,,,,,Non,Non,Non,Non,Non,Oui,Oui,Non,43.604268, 1.441019
KENJUTSU,ASSOCIATION ALIZARINE,shintaidotoulouse.wordpress.com,Sauzelong - Rangueil,ENSEMBLE RANGUEIL,COSEC RANGUEIL,Chemin du Canal,31400.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.629916, 1.4538959999999999
éveil aquatique,BEBES DAUPHINS TOULOUSAINS,www.bbdt31.org,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,PISCINE LEO LAGRANGE,Place Pierre-Paul Riquet,31000.0,TOULOUSE,Oui,Oui,Non,Non,Non,Non,Non,Non,43.607433, 1.453754
pétanque,ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN,www.ascm-montaudran.com,Montaudran Lespinet,PARC ALLALOUF ROUTE DE REVEL,BOULODROME JEAN DE NADAÏ,Rue Emile Lecrivain,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.576387, 1.483582
randonnée Pédestre,RANDO PLAISIRS,www.Rando-Plaisirs.fr,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.472573, 1.548378
randonnée Pédestre,TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS,,,Extérieurs de Toulouse,Routes de campagne,,,Routes de campagne,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.515078, 1.4978449999999999
savate,ASVEC Toulouse Mirail,,Mirail Université,COSEC MIRAIL,COSEC DU MIRAIL,Rue Ferdinand Laulanie,31100.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,,
BALLET SUR GLACE,TOULOUSE SPORTS DE GLACE,www.tsgpatinage.com,Juncasse - Argoulets,LES ARGOULETS,PATINOIRE FRATERNITE,Avenue de l' Hers,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,43.608324, 1.498483
taï chi chuan/Qi Gong,DOUCEUR DE VIE,www.douceurdevie.com,Bonnefoy,Nouveau Complexe Municipal,Espace Bonnefoy,Rue du Faubourg Bonnefoy,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,,
tennis,ASVEC Toulouse Mirail,,Bellefontaine,ENSEMBLE VALMY BELLEFONTAINE,TENNIS VALMY,Cheminement Guillaume et Joseph Bouton,31100.0,TOULOUSE,Non,Non,Oui,Oui,Non,Non,Non,Non,43.559134, 1.398651
tennis,TCMS section TENNIS,tcms-tennis.clubeo.com,Juncasse - Argoulets,Complexe du TCMS,Stade Surcouf,Avenue de l' Hers,31500.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.613425, 1.478851
CAPOEIRA,CAPOEIRA GERAIS,capoeiragerais-toulouse.fr,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
VOL LIBRE,CLUB D'AEROMODELISME AIRBUS TOULOUSE,,Saint Martin du Touch,COMPLEXE PRIVÉ,Espace Loisirs Arts Culture Airbus France,Route de Bayonne,31300.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.554188, 1.3600780000000001
BOWLING,BOWLERS TOULOUSAINS,,Montaudran Lespinet,COMPLEXE PRIVÉ,Bowling de Montaudran,Impasse Louise Labe,,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,,
BOWLING,BOWLING CLUB 31,,Minimes,COMPLEXE PRIVÉ,Bowling des Minimes,Avenue des Minimes,31200.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.587673, 1.539048
BOXE ANGLAISE,BOXING CLUB TOULOUSAIN,myspace.com/boxingclubtoulousain,Arnaud Bernard,LYCEE ST SERNIN MAISON MUTILE,GYMNASE SAINT SERNIN,Place Saint Sernin,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.608901, 1.441787
VTT,ASPTT section VTT,www.toulouse.asptt.com,,,,,,,Non,Non,Non,Non,Non,Oui,Oui,Non,43.604268, 1.441019
gymnastique volontaire,CLUB GYM VOLONTAIRE DE RANGUEIL,,Sauzelong - Rangueil,Nouveau Complexe Municipal,Maison de quartier Rangueil,Rue Claude de Forbin,31400.0,TOULOUSE,Non,Oui,Oui,Non,Non,Oui,Non,Non,43.575587, 1.462925
équitation,IMPULSION,,,COMPLEXE PRIVÉ,Impulsion,,31130.0,Balma,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.609568, 1.497847
golf,GOLF DE TOULOUSE SEILH,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.693868, 1.352994
éveil à la gym,COQUELICOT TOULOUSE GYM,www.ctgym.fr,Sauzelong - Rangueil,ENSEMBLE RANGUEIL,COSEC RANGUEIL,Chemin du Canal,31400.0,TOULOUSE,Oui,Oui,Non,Non,Non,Non,Non,Non,43.594967, 1.444373
handball,ETB - ENTENTE TUC BALMA,www.etbalma.com,Ramier,Stade Universitaire Daniel Faucher,Stade Universitaire Daniel Faucher,Allée du Professeur Camille Soula,31400.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.580038, 1.435198
handball,TOULOUSE UNION HANDBALL,www.toulousehandball.com,La Cépière,ENSEMBLE LA CEPIERE,GYMNASE LA CEPIERE,Route de Saint Simon,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.609286, 1.458299
JUDO ADAPTE,FJEP JUDO RANGUEIL,,Sauzelong - Rangueil,COMPLEXE PRIVÉ,Salle de Judo Saouzeloung,Rue Jeanne Marvig,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.579592, 1.4619149999999999
JUDO ADAPTE,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,toacjudo@yahoo.fr,Sept Deniers,Complexe du TOAC,Fronton du TOAC,Chemin de Garric,31200.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.620162, 1.408135
JUDO ADAPTE,TOULOUSE JUDO,www.toulousejudo.com,Compans,COMPLEXE PRIVÉ,Ecole Falguière,Rue d' Artagnan,,Toulouse,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,43.607606, 1.43048
JUDO ADAPTE,TOULOUSE MINIMES JU-JUTSU TRADITIONNEL,www.apbmp.org,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.609568, 1.497847
karaté,KYOKEN KARATE,,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
pétanque,AMICALE BOULISTE DES PRADETTES,andre.gaget@orange.fr,Les Pradettes,GROUPE SCOL FERDINAND LESSEPS,BOULODROME DES PRADETTES,Rue Ferdinand de Lesseps,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.578802, 1.383944
pétanque,CLUB PETANQUE CROIX DAURADE,,Croix Daurade,ENSEMBLE CROIX DAURADE,BOULODROME COUVERT CROIX DAURADE,Rue Francis Lopez,31200.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,43.636286, 1.463419
pétanque,CLUB PETANQUE LAPUJADE,,Croix Daurade,ENSEMBLE LAPUJADE,BOULODROME LAPUJADE BONNEFOY,Chemin de Lapujade,31200.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.62646, 1.455816
roller,TOULOUSE ROLLER HOCKEY CLUB LES HOCKLINES,www.hocklines.free.fr,,ZONE DE LA RAMEE,GYMNASE LA RAMEE,,31170.0,TOURNEFEUILLE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.583911, 1.342531
rugby,ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN,,Montaudran Lespinet,GROUPE SCOLAIRE MONTAUDRAN,TERRAIN DE SPORT MONTAUDRAN,Impasse Gaston Genin,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.573964, 1.48466
rugby,FCTT - FOOTBALL CLUB TOAC TOEC,www.fcttrugby.com,Empalot,ENSEMBLE ANDRE DASTE,STADE CORBARIEU,Avenue de Lattre de Tassigny,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Non,Oui,Non,,
Qi Gong,BALMA SAINT EXUPERY 31,www.bse31.com,Juncasse - Argoulets,LES ARGOULETS,MAISON DU JUDO ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Non,Non,43.577522, 1.455107
YOGA,CYSO - Cercle de Yoga du Sud Ouest,www.cyso-yoga.org,Les Pradettes,Nouveau Complexe Municipal,Maison de Quartier Les Pradettes,Rue Ferdinand de Lesseps,,TOULOUSE,Non,Non,Non,Non,Non,Non,Non,Non,43.578802, 1.383944
AIKIDO,LE DOJO,www.ledojo.com,Guilheméry,COMPLEXE PRIVÉ,Le Dojo,Boulevard de la Gare,31500.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.605606, 1.457079
BADMINTON,ASEAT,www.aseat.fr,Juncasse - Argoulets,Complexe ASEAT,Installations CEAT,Rue d' Oran,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.615771, 1.470962
BADMINTON,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,,Sept Deniers,Complexe du TOAC,Gymnase Emile Dewoitine,Chemin de Garric,31200.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.620162, 1.408135
BADMINTON,VOLANT CLUB TOULOUSAIN,vct.volor.org,Juncasse - Argoulets,LES ARGOULETS,GYMNASE DES ARGOULETS,Rue Dinetard,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.601177, 1.4184100000000002
BASEBALL,STADE TOULOUSAIN section BASEBALL,www.toulousebaseball.com,Juncasse - Argoulets,LES ARGOULETS,TERRAIN DE BASE BALL ARGOULETS,Rue Louis Plana,31500.0,TOULOUSE,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,,
BOWLING,ASSOCIATION SPORTIVE AIR FRANCE,www.asaf.sport.asso.fr,Montaudran Lespinet,COMPLEXE PRIVÉ,Bowling de Montaudran,Impasse Louise Labe,,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.56808, 1.496579
gymnastique volontaire,JOLIMONT - gymnastique volontaire,,Marengo Jolimont,ENSEMBLE DES ACACIAS,GYMNASE DES ACACIAS,Rue de l' Obélisque,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Non,Non,43.601438, 1.4538069999999998
gymnastique forme et loisirs,COQUELICOT TOULOUSE GYM,www.ctgym.fr,Arnaud Bernard,LYCEE ST SERNIN MAISON MUTILE,GYMNASE SAINT SERNIN,Place Saint Sernin,31000.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.608901, 1.441787
